# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  petml/data/unsupervised/jackhmmer_hmm_b04.txt
# target sequence database:        petml/data/tmp/sequences.fasta
# output directed to file:         ./petml_output/homolog_hmmout/output.txt
# MSA of all hits saved to file:   ./petml_output/homolog_hmmout/aln.sto
# per-seq hits tabular output:     ./petml_output/homolog_hmmout/tab_output.txt
# show alignments in output:       no
# sequence reporting threshold:    score >= 0
# domain reporting threshold:      score >= 0
# sequence inclusion threshold:    score >= 0
# domain inclusion threshold:      score >= 0
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       PETH_IDESA_b04  [M=314]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence Description
    1.8e-78  258.6   2.5    2.3e-78  258.2   2.5    1.0  1  Seq141    
    1.9e-78  258.5   5.0    2.1e-78  258.4   5.0    1.0  1  Seq262    
    1.9e-78  258.5   4.7    2.1e-78  258.4   4.7    1.0  1  Seq466    
    2.1e-78  258.4   4.7    2.2e-78  258.3   4.7    1.0  1  Seq348    
    2.1e-78  258.4   5.6    2.3e-78  258.3   5.6    1.0  1  Seq155    
    2.1e-78  258.4   5.4    2.3e-78  258.3   5.4    1.0  1  Seq484    
    2.1e-78  258.4   5.4    2.3e-78  258.2   5.4    1.0  1  Seq154    
    2.3e-78  258.3   0.0    2.8e-78  258.0   0.0    1.0  1  Seq74     
    2.3e-78  258.3   5.0    2.5e-78  258.1   5.0    1.0  1  Seq22     
    2.3e-78  258.2   5.2    2.5e-78  258.1   5.2    1.0  1  Seq175    
    2.4e-78  258.2   4.9    2.6e-78  258.1   4.9    1.0  1  Seq461    
    2.5e-78  258.2   5.5    2.7e-78  258.0   5.5    1.0  1  Seq304    
    2.5e-78  258.2   5.3    2.7e-78  258.0   5.3    1.0  1  Seq143    
    2.5e-78  258.1   5.2    2.7e-78  258.0   5.2    1.0  1  Seq492    
    2.7e-78  258.0   4.8    2.9e-78  257.9   4.8    1.0  1  Seq31     
    2.7e-78  258.0   0.0    3.3e-78  257.7   0.0    1.0  1  Seq247    
    2.8e-78  258.0   4.9    3.1e-78  257.8   4.9    1.0  1  Seq464    
    2.9e-78  257.9   3.8    3.2e-78  257.8   3.8    1.0  1  Seq374    
    3.1e-78  257.8   4.9    3.4e-78  257.7   4.9    1.0  1  Seq91     
    3.2e-78  257.8   5.2    3.6e-78  257.6   5.2    1.0  1  Seq60     
    3.3e-78  257.8   5.3    3.6e-78  257.6   5.3    1.0  1  Seq30     
    3.3e-78  257.8   5.1    3.6e-78  257.6   5.1    1.0  1  Seq157    
    3.3e-78  257.7   5.2    3.6e-78  257.6   5.2    1.0  1  Seq462    
    3.6e-78  257.6   5.2      4e-78  257.5   5.2    1.0  1  Seq483    
    3.8e-78  257.5   5.3    4.2e-78  257.4   5.3    1.0  1  Seq499    
    4.1e-78  257.4   5.6    4.4e-78  257.3   5.6    1.0  1  Seq71     
    4.1e-78  257.4   4.9    4.5e-78  257.3   4.9    1.0  1  Seq390    
    4.1e-78  257.4   4.4    4.5e-78  257.3   4.4    1.0  1  Seq50     
    4.3e-78  257.4   5.5    4.7e-78  257.2   5.5    1.0  1  Seq342    
      5e-78  257.2   5.4    5.4e-78  257.0   5.4    1.0  1  Seq23     
    5.3e-78  257.1   5.4    5.8e-78  256.9   5.4    1.0  1  Seq400    
    5.5e-78  257.0   5.9      6e-78  256.9   5.9    1.0  1  Seq352    
    5.6e-78  257.0   5.1    6.1e-78  256.9   5.1    1.0  1  Seq274    
    6.1e-78  256.9   5.3    6.6e-78  256.7   5.3    1.0  1  Seq361    
    6.2e-78  256.8   5.1    6.7e-78  256.7   5.1    1.0  1  Seq132    
    6.3e-78  256.8   5.5    6.9e-78  256.7   5.5    1.0  1  Seq358    
    6.6e-78  256.7   5.6    7.2e-78  256.6   5.6    1.0  1  Seq273    
    6.9e-78  256.7   5.7    7.5e-78  256.6   5.7    1.0  1  Seq204    
    7.1e-78  256.7   3.6    8.8e-78  256.3   3.6    1.0  1  Seq287    
    7.1e-78  256.6   3.7    8.8e-78  256.3   3.7    1.0  1  Seq457    
    7.2e-78  256.6   3.8    7.9e-78  256.5   3.8    1.0  1  Seq225    
    7.5e-78  256.6   3.0    8.3e-78  256.4   3.0    1.0  1  Seq81     
    9.3e-78  256.3   5.5      1e-77  256.1   5.5    1.0  1  Seq471    
    1.3e-77  255.8   5.2    1.4e-77  255.7   5.2    1.0  1  Seq312    
      2e-77  255.2   4.8    2.2e-77  255.1   4.8    1.0  1  Seq299    
      2e-77  255.1   5.7    2.2e-77  255.0   5.7    1.0  1  Seq327    
    2.1e-77  255.1   4.4    2.6e-77  254.8   4.4    1.0  1  Seq32     
    2.2e-77  255.0   4.7    2.4e-77  254.9   4.7    1.0  1  Seq308    
    2.3e-77  255.0   5.6    2.5e-77  254.9   5.6    1.0  1  Seq38     
    2.5e-77  254.8   5.2    2.8e-77  254.7   5.2    1.0  1  Seq100    
    2.9e-77  254.7   3.2    3.1e-77  254.5   3.2    1.0  1  Seq337    
      3e-77  254.6   0.2    3.5e-77  254.4   0.2    1.0  1  Seq228    
      3e-77  254.6   3.3    3.7e-77  254.3   3.3    1.0  1  Seq195    
      3e-77  254.6   3.4    3.7e-77  254.3   3.4    1.0  1  Seq85     
    4.5e-77  254.0   4.0    5.7e-77  253.7   4.0    1.0  1  Seq315    
    4.6e-77  254.0   4.9      6e-77  253.6   4.9    1.0  1  Seq432    
    4.9e-77  253.9   5.6    5.4e-77  253.8   5.6    1.0  1  Seq383    
    5.4e-77  253.7   4.7    5.9e-77  253.6   4.7    1.0  1  Seq426    
    5.9e-77  253.6   3.4    7.4e-77  253.3   3.4    1.0  1  Seq298    
    6.3e-77  253.5   4.8    6.9e-77  253.4   4.8    1.0  1  Seq453    
    9.2e-77  253.0   0.0      1e-76  252.8   0.0    1.0  1  Seq36     
    9.4e-77  253.0   5.3      1e-76  252.8   5.3    1.0  1  Seq336    
      1e-76  252.8   4.5    1.3e-76  252.5   4.5    1.0  1  Seq163    
    2.1e-76  251.8   4.2    2.7e-76  251.5   4.2    1.0  1  Seq395    
    3.8e-76  251.0   3.4    4.7e-76  250.7   3.4    1.0  1  Seq192    
    3.8e-76  251.0   3.6    4.8e-76  250.6   3.6    1.0  1  Seq331    
    4.7e-76  250.7   3.8    5.9e-76  250.3   3.8    1.0  1  Seq425    
    4.8e-76  250.6   4.7    6.2e-76  250.3   4.7    1.0  1  Seq360    
    5.6e-76  250.4   4.9    6.8e-76  250.1   4.9    1.0  1  Seq168    
    9.5e-76  249.7   1.7    1.1e-75  249.4   1.7    1.0  1  Seq423    
    1.1e-75  249.5   4.3    1.4e-75  249.1   4.3    1.0  1  Seq232    
    1.2e-75  249.3   2.9    1.3e-75  249.2   2.9    1.0  1  Seq334    
      2e-75  248.6   0.5    2.3e-75  248.4   0.5    1.0  1  Seq357    
    2.4e-75  248.3   4.2      3e-75  248.0   4.2    1.0  1  Seq297    
    3.6e-75  247.8   1.1      4e-75  247.6   1.1    1.0  1  Seq335    
    3.7e-75  247.7   4.1    4.6e-75  247.4   4.1    1.0  1  Seq83     
    3.7e-75  247.7   9.8    4.4e-75  247.5   9.8    1.0  1  Seq271    
    6.5e-75  246.9   9.9    7.8e-75  246.7   9.9    1.0  1  Seq164    
    7.2e-75  246.8   9.5    8.7e-75  246.5   9.5    1.0  1  Seq388    
    9.8e-75  246.3   9.8    1.2e-74  246.1   9.8    1.0  1  Seq296    
    1.4e-74  245.8   9.5    1.7e-74  245.6   9.5    1.0  1  Seq131    
    1.7e-74  245.6   0.1      2e-74  245.3   0.1    1.0  1  Seq14     
    2.8e-74  244.9   7.1    3.3e-74  244.6   7.1    1.0  1  Seq42     
      3e-74  244.7   1.0    3.3e-74  244.6   1.0    1.0  1  Seq123    
    3.7e-74  244.4   7.3    4.4e-74  244.2   7.3    1.0  1  Seq346    
    3.8e-74  244.4   7.9    4.6e-74  244.1   7.9    1.0  1  Seq243    
    4.1e-74  244.3   9.4    4.9e-74  244.0   9.4    1.0  1  Seq72     
    4.5e-74  244.2   7.5    5.4e-74  243.9   7.5    1.0  1  Seq313    
    4.9e-74  244.0   7.5    5.8e-74  243.8   7.5    1.0  1  Seq18     
    5.3e-74  243.9   9.9    6.4e-74  243.6   9.9    1.0  1  Seq239    
    5.4e-74  243.9   2.0    7.3e-74  243.5   2.0    1.1  1  Seq103    
    5.4e-74  243.9   1.5    7.3e-74  243.5   1.5    1.1  1  Seq43     
    5.7e-74  243.8   1.3    7.9e-74  243.4   1.3    1.1  1  Seq252    
    6.5e-74  243.6   7.7    7.8e-74  243.4   7.7    1.0  1  Seq437    
    7.1e-74  243.5   1.8    9.7e-74  243.1   1.8    1.1  1  Seq11     
    7.2e-74  243.5   1.6    9.8e-74  243.0   1.6    1.1  1  Seq236    
    7.4e-74  243.4   8.1    8.8e-74  243.2   8.1    1.0  1  Seq490    
    7.7e-74  243.4   6.9    9.1e-74  243.1   6.9    1.0  1  Seq40     
    8.3e-74  243.3   9.7      1e-73  243.0   9.7    1.0  1  Seq347    
    8.8e-74  243.2   7.7      1e-73  243.0   7.7    1.0  1  Seq393    
      1e-73  243.0   7.1    1.2e-73  242.7   7.1    1.0  1  Seq328    
    1.1e-73  242.9   8.0    1.3e-73  242.7   8.0    1.0  1  Seq203    
    1.1e-73  242.9  10.0    1.3e-73  242.6  10.0    1.0  1  Seq340    
    1.2e-73  242.7   7.8    1.5e-73  242.5   7.8    1.0  1  Seq208    
    1.2e-73  242.7   7.8    1.5e-73  242.5   7.8    1.0  1  Seq78     
    1.3e-73  242.7   1.7    1.7e-73  242.2   1.7    1.1  1  Seq229    
    1.3e-73  242.7   1.7    1.7e-73  242.2   1.7    1.1  1  Seq41     
    1.3e-73  242.7   1.5    1.7e-73  242.2   1.5    1.1  1  Seq255    
    1.3e-73  242.7   7.5    1.5e-73  242.4   7.5    1.0  1  Seq294    
    1.3e-73  242.6   8.0    1.6e-73  242.4   8.0    1.0  1  Seq260    
    1.3e-73  242.6   0.6    1.5e-73  242.4   0.6    1.1  1  Seq460    
    1.4e-73  242.6   7.1    1.6e-73  242.3   7.1    1.0  1  Seq355    
    1.4e-73  242.6   7.1    1.6e-73  242.3   7.1    1.0  1  Seq230    
    1.5e-73  242.5   7.1    1.7e-73  242.2   7.1    1.0  1  Seq244    
    1.5e-73  242.4   1.1    1.7e-73  242.3   1.1    1.0  1  Seq356    
    1.6e-73  242.3   7.8    1.9e-73  242.1   7.8    1.0  1  Seq406    
    1.7e-73  242.3   8.2      2e-73  242.0   8.2    1.0  1  Seq160    
    1.8e-73  242.2   7.6    2.1e-73  242.0   7.6    1.0  1  Seq234    
    1.8e-73  242.2   7.5    2.2e-73  241.9   7.5    1.0  1  Seq428    
    1.9e-73  242.1   7.3    2.2e-73  241.9   7.3    1.0  1  Seq159    
    1.9e-73  242.1   7.8    2.3e-73  241.9   7.8    1.0  1  Seq452    
    2.2e-73  241.9   7.8    2.6e-73  241.7   7.8    1.0  1  Seq97     
    2.2e-73  241.9   7.5    2.6e-73  241.6   7.5    1.0  1  Seq377    
    2.4e-73  241.7   7.5    2.9e-73  241.5   7.5    1.0  1  Seq35     
    2.5e-73  241.7   7.5    2.9e-73  241.5   7.5    1.0  1  Seq293    
    2.9e-73  241.5   7.9    3.5e-73  241.2   7.9    1.0  1  Seq158    
    2.9e-73  241.5   8.2    3.5e-73  241.2   8.2    1.0  1  Seq372    
    3.2e-73  241.3   8.1    3.8e-73  241.1   8.1    1.0  1  Seq55     
    3.3e-73  241.3   7.8    3.9e-73  241.1   7.8    1.0  1  Seq411    
    3.3e-73  241.3   7.7    3.9e-73  241.1   7.7    1.0  1  Seq92     
    3.3e-73  241.3   1.6    4.5e-73  240.9   1.6    1.1  1  Seq468    
    3.8e-73  241.1   7.8    4.5e-73  240.9   7.8    1.0  1  Seq138    
    3.8e-73  241.1   7.5    4.5e-73  240.9   7.5    1.0  1  Seq441    
    4.2e-73  241.0   0.1    5.1e-73  240.7   0.1    1.0  1  Seq295    
    4.4e-73  240.9   8.2    5.2e-73  240.7   8.2    1.0  1  Seq142    
    4.5e-73  240.9   7.9    5.4e-73  240.6   7.9    1.0  1  Seq124    
    4.6e-73  240.8   7.4    5.5e-73  240.6   7.4    1.0  1  Seq90     
    4.9e-73  240.7   0.2    5.8e-73  240.5   0.2    1.1  1  Seq51     
    5.1e-73  240.7   0.1    6.2e-73  240.4   0.1    1.0  1  Seq375    
    5.2e-73  240.7   0.5    6.1e-73  240.4   0.5    1.1  1  Seq369    
    5.3e-73  240.6   0.1    6.4e-73  240.4   0.1    1.0  1  Seq70     
    5.6e-73  240.6   1.5    7.6e-73  240.1   1.5    1.1  1  Seq5      
    5.6e-73  240.6   0.2    6.8e-73  240.3   0.2    1.0  1  Seq493    
    5.6e-73  240.6   1.3    7.7e-73  240.1   1.3    1.1  1  Seq449    
    5.8e-73  240.5   7.6    6.9e-73  240.3   7.6    1.0  1  Seq475    
      6e-73  240.5   0.1    7.3e-73  240.2   0.1    1.0  1  Seq343    
    6.2e-73  240.4   7.8    7.4e-73  240.2   7.8    1.0  1  Seq285    
    6.5e-73  240.3   7.9    7.7e-73  240.1   7.9    1.0  1  Seq231    
    7.2e-73  240.2   7.6    8.6e-73  239.9   7.6    1.0  1  Seq191    
    7.2e-73  240.2   0.6    8.5e-73  240.0   0.6    1.1  1  Seq62     
    8.6e-73  239.9   8.7      1e-72  239.7   8.7    1.0  1  Seq314    
    9.5e-73  239.8   0.5    1.1e-72  239.6   0.5    1.1  1  Seq26     
    1.1e-72  239.5   0.6    1.4e-72  239.3   0.6    1.1  1  Seq223    
    1.2e-72  239.5   0.5    1.4e-72  239.3   0.5    1.1  1  Seq237    
    1.2e-72  239.5   0.6    1.4e-72  239.3   0.6    1.1  1  Seq379    
    1.5e-72  239.1   0.6    1.8e-72  238.9   0.6    1.1  1  Seq324    
    1.5e-72  239.1   0.7    1.8e-72  238.9   0.7    1.1  1  Seq165    
    1.6e-72  239.1   0.6    1.9e-72  238.8   0.6    1.1  1  Seq126    
    1.7e-72  239.0   0.1      2e-72  238.7   0.1    1.0  1  Seq317    
    1.7e-72  239.0   0.7      2e-72  238.8   0.7    1.1  1  Seq3      
    1.7e-72  239.0   0.6      2e-72  238.7   0.6    1.1  1  Seq414    
    1.8e-72  238.9   7.9    2.1e-72  238.7   7.9    1.0  1  Seq402    
    1.8e-72  238.9   0.5    2.1e-72  238.7   0.5    1.1  1  Seq12     
    2.1e-72  238.7   0.6    2.5e-72  238.4   0.6    1.1  1  Seq434    
    2.2e-72  238.6   7.8    2.6e-72  238.4   7.8    1.0  1  Seq4      
    2.4e-72  238.5   0.6    2.8e-72  238.3   0.6    1.1  1  Seq84     
    2.4e-72  238.5   8.3    2.8e-72  238.2   8.3    1.0  1  Seq145    
    3.6e-72  237.9   0.1    4.3e-72  237.7   0.1    1.0  1  Seq224    
    4.8e-72  237.5   0.5    5.6e-72  237.3   0.5    1.1  1  Seq211    
    6.5e-72  237.1   0.5    7.7e-72  236.8   0.5    1.1  1  Seq404    
    7.7e-72  236.8   0.4    9.1e-72  236.6   0.4    1.1  1  Seq49     
    8.6e-72  236.7   0.2      1e-71  236.4   0.2    1.1  1  Seq332    
    9.1e-72  236.6   0.2    1.1e-71  236.3   0.2    1.0  1  Seq288    
    1.1e-71  236.3   0.7    1.3e-71  236.0   0.7    1.1  1  Seq366    
    1.1e-71  236.3   0.2    1.3e-71  236.0   0.2    1.1  1  Seq73     
    1.5e-71  235.9   0.2    1.8e-71  235.6   0.2    1.1  1  Seq408    
    1.7e-71  235.7   4.9    1.8e-71  235.6   4.9    1.0  1  Seq167    
    1.8e-71  235.6   0.0    2.1e-71  235.4   0.0    1.0  1  Seq80     
    2.2e-71  235.3   0.6    2.6e-71  235.1   0.6    1.0  1  Seq309    
    2.8e-71  235.0   0.0    3.4e-71  234.7   0.0    1.0  1  Seq488    
    4.9e-71  234.2   0.1    5.9e-71  233.9   0.1    1.0  1  Seq179    
    6.2e-71  233.8   0.4    7.3e-71  233.6   0.4    1.1  1  Seq350    
    8.6e-71  233.4   6.0    9.4e-71  233.3   6.0    1.0  1  Seq122    
    9.8e-71  233.2   0.7    1.2e-70  233.0   0.7    1.1  1  Seq500    
    1.1e-70  233.0   0.4    1.3e-70  232.8   0.4    1.0  1  Seq152    
    6.6e-67  220.6  11.8    8.4e-67  220.3  11.8    1.0  1  Seq148    
    9.5e-66  216.8   6.3    1.1e-65  216.6   6.3    1.0  1  Seq57     
    5.4e-55  181.5   0.1      7e-55  181.1   0.1    1.0  1  Seq187    
    2.4e-54  179.4   0.5    3.3e-54  178.9   0.5    1.1  1  Seq364    
    1.9e-51  169.8   9.1    2.1e-51  169.7   9.1    1.0  1  Seq76     
    1.1e-50  167.3   8.0    1.2e-50  167.2   8.0    1.0  1  Seq88     
    3.2e-49  162.5   4.9    3.5e-49  162.4   4.9    1.0  1  Seq261    
    3.1e-33  110.0   0.5    3.4e-33  109.9   0.5    1.0  1  Seq344    
    8.7e-33  108.5   0.2    9.4e-33  108.4   0.2    1.0  1  Seq121    
    4.9e-25   83.1   2.6      2e-22   74.5   2.5    2.1  1  Seq272    
    3.5e-22   73.7   0.0    1.4e-21   71.7   0.0    1.7  1  Seq416    
      2e-09   31.8   2.7    2.8e-09   31.3   2.7    1.3  1  Seq323    


Domain annotation for each sequence:
>> Seq96  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  280.1   2.4   5.2e-85   5.2e-85       7     311 ..      19     298 ..      13     301 .] 0.94

>> Seq489  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  278.9   3.2   1.2e-84   1.2e-84       8     311 ..      20     298 ..      13     301 .] 0.94

>> Seq147  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  278.0   2.1   2.3e-84   2.3e-84       7     311 ..      19     298 ..      13     301 .] 0.94

>> Seq412  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  270.7   0.4   3.7e-82   3.7e-82      29     311 ..       1     258 [.       1     261 [] 0.97

>> Seq108  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  269.8   0.3     7e-82     7e-82      28     310 ..       1     258 [.       1     261 [] 0.97

>> Seq396  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  269.4   5.5   9.4e-82   9.4e-82       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq110  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  269.1   5.9   1.2e-81   1.2e-81       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq353  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  268.3   3.0   2.1e-81   2.1e-81      31     311 ..       2     254 ..       1     257 [] 0.98

>> Seq289  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  268.3   0.8   2.1e-81   2.1e-81      28     311 ..       1     257 [.       1     260 [] 0.97

>> Seq354  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  268.3   0.6   2.1e-81   2.1e-81      29     310 ..       1     257 [.       1     260 [] 0.97

>> Seq99  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  268.2   5.9   2.2e-81   2.2e-81       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq66  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  267.9   5.5   2.6e-81   2.6e-81       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq245  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  267.8   0.2   2.8e-81   2.8e-81      29     311 ..       1     258 [.       1     261 [] 0.97

>> Seq34  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  267.8   0.4   2.8e-81   2.8e-81      29     310 ..       1     257 [.       1     260 [] 0.97

>> Seq463  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  267.8   5.8   2.8e-81   2.8e-81       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq52  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  267.8   0.1   2.8e-81   2.8e-81      29     311 ..       1     258 [.       1     261 [] 0.97

>> Seq9  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  267.6   5.9   3.2e-81   3.2e-81       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq319  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  267.6   0.2   3.3e-81   3.3e-81      29     311 ..       1     258 [.       1     261 [] 0.97

>> Seq250  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  267.5   6.1   3.4e-81   3.4e-81       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq94  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  267.3   0.2   4.1e-81   4.1e-81      29     311 ..       2     259 ..       1     262 [. 0.97

>> Seq246  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  267.3   6.3     4e-81     4e-81       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq29  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  267.2   0.2   4.3e-81   4.3e-81      29     311 ..       1     258 [.       1     261 [] 0.97

>> Seq33  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  267.1   5.3   4.8e-81   4.8e-81       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq82  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  267.0   5.9   4.9e-81   4.9e-81       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq106  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  267.0   0.2   5.1e-81   5.1e-81      29     311 ..       1     258 [.       1     261 [] 0.97

>> Seq136  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  266.9   5.7   5.4e-81   5.4e-81       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq303  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  266.8   0.2   5.6e-81   5.6e-81      29     310 ..       1     257 [.       1     260 [] 0.97

>> Seq1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  266.8   6.3   5.9e-81   5.9e-81       5     312 ..       5     288 ..       1     290 [] 0.98

>> Seq264  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  266.8   6.2   5.9e-81   5.9e-81       5     312 ..       5     288 ..       1     290 [] 0.98
